-10,5,0
-10,1,0
-14,5,0
-14,1,0
-12,13,3
-9.9762,5.06,0.20322
-10.023,2.1701,3.495
-14.023,5.026,0.095295
-14.304,1.2596,2.9444
-9.7427,4.9557,6.7215
-10.114,1.5948,2.9281
-13.635,5.0777,6.0389
-14.103,2.388,4.5125
-10.026,5.4669,0.66086
-13.785,6.7341,1.0375
-10.115,8.4561,6.4171
-13.785,8.2144,6.2861
-9.9348,8.2477,1.7823
-12.805,9.8123,1.0106
-10.294,9.8919,5.6979
-13.593,9.8223,5.2044
-10.488,11.719,1.8465
-12.33,12.26,1.8884
-11.223,12.033,4.2839
-13.296,11.202,4.0828
